id,u_g,g_r,r_i,i_z,z_y
0,-0.3453450145623975,-0.5704847431353386,-0.3930332370245537,-0.327471785020947,-0.1540420630537085
1,-0.3344287878991068,-0.5649119455362879,-0.39039148967793125,-0.32569724304776315,-0.15296942129608482
2,-0.331516181918758,-0.5633224831264698,-0.3899461695605311,-0.32541101274411943,-0.1528198378027099
3,-0.335810629615537,-0.5508375167175288,-0.3851559544297274,-0.3203832455099018,-0.1531502415389241
4,-0.33258889410058146,-0.5495727059971856,-0.3846859924846697,-0.3200380562868048,-0.1528418915039822
5,-0.3291850358085213,-0.5483650255822141,-0.3844587157414239,-0.31985998079628075,-0.15267082673684484
6,-0.32551118855032257,-0.5475019705587627,-0.3847831717038659,-0.3199661268871523,-0.15251343407601325
7,-0.3211859133652979,-0.5470032932419286,-0.3854763249490034,-0.32010030092460795,-0.15229525358734008
8,-0.3161364774026012,-0.5465082962942631,-0.38622169719776167,-0.31984879152987133,-0.15198059097283334
9,-0.3100678785094928,-0.5453295510940563,-0.3864178838238388,-0.3188991665064478,-0.15130311182801393
10,-0.30252059800771036,-0.5430649077756016,-0.3858196203220601,-0.3172325878426747,-0.15017310871704836
11,-0.2813190997537376,-0.5345910294220886,-0.3821342607925189,-0.31165783289746685,-0.14661486685665892
12,-0.2093519444363494,-0.4989227742958633,-0.3621482154873803,-0.28978146005012206,-0.13534459523188502
13,-0.08810898716980375,-0.44636910012706466,-0.33057133086967383,-0.25152903268696036,-0.11791644536957335
14,0.025736831714425534,-0.3962925796573771,-0.30211550620443006,-0.21299872776675244,-0.1018512304605963
15,0.15636872614915376,-0.3491293223676024,-0.2744628908529947,-0.16577500593127326,-0.08307745283277512
16,0.38203249549238194,-0.2682514226008834,-0.2287170042986446,-0.11785748286067843,-0.05064429887243449
17,0.41428385028091697,-0.2503940370964841,-0.2194927742727657,-0.11416125152370427,-0.046833947975791546
18,0.4753770296116713,-0.20317030488678256,-0.19517190138319762,-0.10716542187437739,-0.040025748841578945
19,0.5220370892518531,-0.12973518288592345,-0.16080223786235592,-0.10054912708107366,-0.0346899550433335
20,0.5636003901074531,0.06407996236002589,-0.06286705740350129,-0.07371852055645434,-0.027291351911763684
21,0.5791224314512249,0.11527629515818916,-0.03638321878947437,-0.06239689342680066,-0.024562858358521567
22,0.638587238392688,0.22423830981217208,0.01640065394720125,-0.034620110513728264,-0.016280897032814323
23,0.6944249393208537,0.28373038848868504,0.042665526323773406,-0.018537917436148632,-0.010428173857988554
24,0.7918717713928842,0.35726447766226244,0.07110114935015588,-0.0015322448024903679,-0.004242611126613838
25,0.9162874763032036,0.4243523380755718,0.09746560204767007,0.017545777002823115,0.004200443837198975
26,1.0732412376628417,0.4977177737101073,0.12582314964154762,0.03835736686716018,0.013947220671532534
27,1.254738147760996,0.5774935058149921,0.1568820510205171,0.06135474801991592,0.024969497890545256
28,1.622796990667979,0.7758367825573984,0.23393718247248074,0.11775326608850634,0.050997666672820685
29,1.7888801712777038,0.910284191539148,0.2847112672014802,0.15312060860438947,0.06540064643127153
30,1.935332131276347,1.0698876705310312,0.35680337661055006,0.1946578636552303,0.07892790162853203
31,2.0087650255545313,1.2185865928864388,0.46384613738845104,0.24461470627155535,0.09188422370012717
32,2.031393719343413,1.313936688608024,0.6042504160316255,0.3058587495764442,0.10835498325209159
33,2.06232462690825,1.3971512717555044,0.7870014700664214,0.37892103594052173,0.12957062368944605
34,2.1562208892978134,1.465077680370591,0.7520591098669556,0.3697296760800626,0.12585690508481662
35,-0.290705551996993,-0.5220846785348243,-0.37629327546002145,-0.30706061989327793,-0.14750993945609991
36,-0.007826760436124403,-0.3962253650106149,-0.30173930182983355,-0.20753046861965885,-0.10633990401453275
37,0.8819718895788213,0.4029370326709838,0.09321958870528846,0.019162467530222216,0.005848863358018264
38,1.2218053951259193,0.5691923505965804,0.15688532738356997,0.06216032147644057,0.026341780190762165
39,1.712523938287113,0.7694768987894349,0.23061835772308115,0.11615607579125964,0.053725986378921675
40,2.5105075962392007,1.1793929615720344,0.42221756325994164,0.2461067694255874,0.1073152959718513
41,2.64948409896159,1.3552124846515312,0.5837768039030138,0.3236764960483356,0.1313898050017812
42,-0.2771258793606961,-0.48748220289613897,-0.35968401523670224,-0.2953668632866524,-0.14480221733297327
43,-0.03504971509148902,-0.36613526680800135,-0.28703980483057734,-0.19157016851369946,-0.1110295734132265
44,0.14090583245658195,-0.27283452079930726,-0.23242995946593936,-0.0827133632192556,-0.08847769868442867
45,0.2692214008624205,-0.24203533643485287,-0.20670227777730332,-0.023847879487838952,-0.06612315655971912
46,0.40561992313912043,-0.1577743588791023,-0.16030454974411867,-0.010091477762784962,-0.04597581013558738
47,0.523699906177292,-0.019571881528293034,-0.08973678715019417,0.008311408132598785,-0.03195527161976486
48,1.146494407654032,0.48230676494682,0.11696131960091094,0.04592063857184314,0.017065098582108362
49,1.898451313542914,0.808765080473627,0.23259385222176832,0.1151118727689564,0.05628051925894795
50,2.169199385382683,0.9149151950154817,0.2766131970152088,0.150411521245978,0.0722638278454184
51,3.4597628631111412,1.4944447096017655,0.5594756971502903,0.32108743352061,0.13904900052884273
52,3.4597628631111412,1.4944447096017655,0.5594756971502903,0.32108743352061,0.13904900052884273
53,3.4068425279220733,1.6328761691734144,0.8727323908728195,0.4442578163502944,0.17630525203306746
54,-0.3461591562053101,-0.5749141825816295,-0.39588147755374337,-0.32953322240813776,-0.15408361005282245
55,-0.33495275922869894,-0.5688364343754841,-0.39296152531133544,-0.327768750678473,-0.1530637701431985
56,-0.3322341815854344,-0.5668032675505543,-0.3923147241846152,-0.32739573957873347,-0.15292338387855153
57,-0.3367262411185692,-0.5544143148488061,-0.3876801633965812,-0.32205513829111254,-0.15332340088944818
58,-0.33364799097083164,-0.5528608893420355,-0.38705499219022244,-0.321706311045169,-0.15302077478960285
59,-0.3304547726404081,-0.5511332749039539,-0.386591269805578,-0.32142346381851183,-0.1529095742376967
60,-0.32694764483097316,-0.5496181756220366,-0.38658593842413325,-0.321383457014619,-0.15274467375542855
61,-0.3229789914973935,-0.5483632672475167,-0.387008646530262,-0.3214832192576438,-0.15265630374914707
62,-0.3183694206233554,-0.5473030035381612,-0.3875777239092457,-0.32145547238809513,-0.15242209096991388
63,-0.312871396940551,-0.5460239133948122,-0.3878890920468905,-0.32078726509527655,-0.15196810934362048
64,-0.30608566293761896,-0.5439106493761869,-0.3877112002490435,-0.31925328556427246,-0.15103920745919908
65,-0.28740724401627205,-0.5360102384560292,-0.38438468339359844,-0.3140716267941315,-0.1479033719701235
66,-0.2199281697012907,-0.5008898616317765,-0.3649529669898399,-0.2930962724914892,-0.13682881225482646
67,-0.10079201953057293,-0.4522942371853418,-0.334156125057703,-0.25578380630128095,-0.11947746740616338
68,0.0125301836946079,-0.4006200639243076,-0.3052532380735684,-0.2180967328607224,-0.10331994495814456
69,0.14723196371502212,-0.35410933017088553,-0.2789703568926001,-0.17038354504956033,-0.08380833516719832
70,0.3770420105499426,-0.2700134488659387,-0.2328321598595835,-0.12129669339591942,-0.05177525787642878
71,0.4109589713458561,-0.2513961876405446,-0.22390074681065641,-0.11759308788525402,-0.04814926149187215
72,0.4852626999383389,-0.20182389594040018,-0.20066022663900185,-0.11148014490001401,-0.040179236185672096
73,0.545108034374266,-0.12667988596538748,-0.16697060357375904,-0.10441787600882435,-0.034526383126319615
74,0.6202495333123039,0.07511153429680917,-0.07134628955121514,-0.07873018878499494,-0.026508516073519672
75,0.6480744663416473,0.12882657419262955,-0.04500894201397898,-0.06801898659056604,-0.023648307942259805
76,0.7445524599911906,0.24488568418262702,0.007489730652778803,-0.04112314678634732,-0.01507603292864701
77,0.8261565931848978,0.30831622301747075,0.033878636767283865,-0.025106065718794923,-0.009127235885976859
78,0.9475174236170147,0.3839341141879302,0.062458997791964066,-0.00800594456219983,-0.0028806361580038242
79,1.0900186222568635,0.4546531974349648,0.08927657724210292,0.011524045154786222,0.005689431587597937
80,1.2579820485656654,0.532214570547282,0.11787409422167627,0.03269421372038295,0.015538980495399812
81,1.4398994071413398,0.616808614834234,0.14925575641863276,0.05625387987399222,0.026726759015431867
82,1.7856952318415864,0.8296671158353917,0.23064481196314546,0.1147645737076175,0.05267836575458773
83,1.9333239632194434,0.9665205586653798,0.28729694029385655,0.1525503055118449,0.0671648281886732
84,2.056175623971882,1.1047089677553714,0.37545629592668206,0.20111683094506105,0.08270498013020244
85,2.065676071918368,1.2118167584541553,0.5405008724883587,0.2703826308794177,0.10145893111624815
86,1.9466429512221453,1.2374433315152018,0.7842783147762376,0.3596861418108901,0.12708304071095
87,1.7782708555810345,1.2289019273828075,1.0793291063618327,0.46010192822803475,0.15913502690122527
88,1.8681513684735407,1.302494906428322,0.9914279466623697,0.43494764052586277,0.14726204482766292
89,-0.2959421322094613,-0.5225159049949184,-0.37795260915351747,-0.30936646193745077,-0.14866641755205734
90,-0.020682421300449505,-0.4009003240993181,-0.3049882487663993,-0.21284195745914047,-0.10763889975504526
91,1.0780457260772351,0.4391768908639264,0.08527600941684454,0.013351800820878168,0.0078116833721963985
92,1.4700162561946897,0.6172230138869921,0.14759208028045379,0.05601284356730929,0.02909801894864472
93,1.9890471902260245,0.8258017090814604,0.21988185747779454,0.11288574137451235,0.05668331807429894
94,2.785983923055568,1.2400375355646176,0.44520913843834364,0.25438753002421066,0.11121086933037105
95,2.792691419915837,1.363490754505733,0.6975813360209528,0.35586333902762135,0.14276670248467127
96,-0.2830361791762357,-0.48546495375547494,-0.3600570399843761,-0.29762764829149546,-0.14600030289636834
97,-0.04672365671822831,-0.37005757245704274,-0.2901998504003842,-0.19693462260323003,-0.11203856650623578
98,0.1365533183383718,-0.27502811182317544,-0.23664674861299773,-0.08721140977591801,-0.08882471947546833
99,0.2753853832633055,-0.23929158643443316,-0.2109146398278341,-0.02747713271158858,-0.06661878942174582
100,0.4378740131796022,-0.14738795395118842,-0.16562649244654892,-0.013005615502564183,-0.04570013730783273
101,0.6016751186363223,-0.00015192571417799172,-0.09592380292762215,0.006595529348395246,-0.03115747549563963
102,1.433108918374863,0.5310843255357796,0.10841407093325728,0.040927835579950056,0.02137601293551228
103,2.2173801002448172,0.8566972957664234,0.21472974076357332,0.11132608407721278,0.060684615365040884
104,2.4945494615331327,0.9642506476426647,0.26240897303259203,0.1502861702211149,0.07553587227967284
105,3.6739147742093223,1.4906196650109607,0.6042962863422972,0.33662082741744825,0.14634249349850847
106,3.6739147742093223,1.4906196650109607,0.6042962863422972,0.33662082741744825,0.14634249349850847
107,3.3755846522751938,1.5380934343103974,1.078766246385257,0.500845174615705,0.20028719394906602
